Metric,Value,mtry,ntree,nodesize,run
MeanActual,5.56,5,1500,3,3
MeanPredicted,5.55,5,1500,3,3
StDevActual,1.1,5,1500,3,3
StDevPredicted,1.04,5,1500,3,3
N_Obs,141,5,1500,3,3
N_Params,27,5,1500,3,3
MAE,0.13,5,1500,3,4
RMSE,0.19,5,1500,3,4
MAE_PctOfMean,2.41,5,1500,3,4
RMSE_PctOfMean,3.39,5,1500,3,4
MAPE,2.78,5,1500,3,4
Adj_R2,96.33,5,1500,3,4
MeanActual,5.56,5,1500,3,4
MeanPredicted,5.55,5,1500,3,4
StDevActual,1.1,5,1500,3,4
StDevPredicted,1.05,5,1500,3,4
N_Obs,141,5,1500,3,4
N_Params,27,5,1500,3,4
MAE,0.13,5,1500,3,5
RMSE,0.19,5,1500,3,5
MAE_PctOfMean,2.42,5,1500,3,5
RMSE_PctOfMean,3.42,5,1500,3,5
MAPE,2.8,5,1500,3,5
Adj_R2,96.26,5,1500,3,5
MeanActual,5.56,5,1500,3,5
MeanPredicted,5.55,5,1500,3,5
StDevActual,1.1,5,1500,3,5
StDevPredicted,1.04,5,1500,3,5
N_Obs,141,5,1500,3,5
N_Params,27,5,1500,3,5
MAE,0.14,4,1500,3,1
RMSE,0.19,4,1500,3,1
MAE_PctOfMean,2.47,4,1500,3,1
RMSE_PctOfMean,3.47,4,1500,3,1
MAPE,2.86,4,1500,3,1
Adj_R2,96.14,4,1500,3,1
MeanActual,5.56,4,1500,3,1
MeanPredicted,5.55,4,1500,3,1
StDevActual,1.1,4,1500,3,1
StDevPredicted,1.04,4,1500,3,1
N_Obs,141,4,1500,3,1
N_Params,27,4,1500,3,1
MAE,0.14,4,1500,3,2
RMSE,0.19,4,1500,3,2
MAE_PctOfMean,2.43,4,1500,3,2
RMSE_PctOfMean,3.43,4,1500,3,2
MAPE,2.81,4,1500,3,2
Adj_R2,96.24,4,1500,3,2
MeanActual,5.56,4,1500,3,2
MeanPredicted,5.55,4,1500,3,2
StDevActual,1.1,4,1500,3,2
StDevPredicted,1.04,4,1500,3,2
N_Obs,141,4,1500,3,2
N_Params,27,4,1500,3,2
MAE,0.13,4,1500,3,3
RMSE,0.19,4,1500,3,3
MAE_PctOfMean,2.42,4,1500,3,3
RMSE_PctOfMean,3.37,4,1500,3,3
MAPE,2.79,4,1500,3,3
Adj_R2,96.37,4,1500,3,3
MeanActual,5.56,4,1500,3,3
MeanPredicted,5.55,4,1500,3,3
StDevActual,1.1,4,1500,3,3
StDevPredicted,1.04,4,1500,3,3
N_Obs,141,4,1500,3,3
N_Params,27,4,1500,3,3
MAE,0.14,4,1500,3,4
RMSE,0.19,4,1500,3,4
MAE_PctOfMean,2.46,4,1500,3,4
RMSE_PctOfMean,3.45,4,1500,3,4
MAPE,2.84,4,1500,3,4
Adj_R2,96.19,4,1500,3,4
MeanActual,5.56,4,1500,3,4
MeanPredicted,5.55,4,1500,3,4
StDevActual,1.1,4,1500,3,4
StDevPredicted,1.04,4,1500,3,4
N_Obs,141,4,1500,3,4
N_Params,27,4,1500,3,4
MAE,0.14,4,1500,3,5
RMSE,0.19,4,1500,3,5
MAE_PctOfMean,2.47,4,1500,3,5
RMSE_PctOfMean,3.46,4,1500,3,5
MAPE,2.85,4,1500,3,5
Adj_R2,96.18,4,1500,3,5
MeanActual,5.56,4,1500,3,5
MeanPredicted,5.55,4,1500,3,5
StDevActual,1.1,4,1500,3,5
StDevPredicted,1.04,4,1500,3,5
N_Obs,141,4,1500,3,5
N_Params,27,4,1500,3,5
MAE,0.14,4,1500,3,1
RMSE,0.19,4,1500,3,1
MAE_PctOfMean,2.51,4,1500,3,1
RMSE_PctOfMean,3.5,4,1500,3,1
MAPE,2.91,4,1500,3,1
Adj_R2,96.07,4,1500,3,1
MeanActual,5.56,4,1500,3,1
MeanPredicted,5.55,4,1500,3,1
StDevActual,1.1,4,1500,3,1
StDevPredicted,1.04,4,1500,3,1
N_Obs,141,4,1500,3,1
N_Params,27,4,1500,3,1
MAE,0.14,4,1500,3,2
RMSE,0.19,4,1500,3,2
MAE_PctOfMean,2.49,4,1500,3,2
RMSE_PctOfMean,3.48,4,1500,3,2
MAPE,2.88,4,1500,3,2
Adj_R2,96.11,4,1500,3,2
MeanActual,5.56,4,1500,3,2
MeanPredicted,5.54,4,1500,3,2
StDevActual,1.1,4,1500,3,2
StDevPredicted,1.04,4,1500,3,2
N_Obs,141,4,1500,3,2
N_Params,27,4,1500,3,2
MAE,0.14,4,1500,3,3
RMSE,0.19,4,1500,3,3
MAE_PctOfMean,2.48,4,1500,3,3
RMSE_PctOfMean,3.44,4,1500,3,3
MAPE,2.85,4,1500,3,3
Adj_R2,96.2,4,1500,3,3
MeanActual,5.56,4,1500,3,3
MeanPredicted,5.55,4,1500,3,3
StDevActual,1.1,4,1500,3,3
StDevPredicted,1.04,4,1500,3,3
N_Obs,141,4,1500,3,3
N_Params,27,4,1500,3,3
MAE,0.14,4,1500,3,4
RMSE,0.19,4,1500,3,4
MAE_PctOfMean,2.46,4,1500,3,4
RMSE_PctOfMean,3.43,4,1500,3,4
MAPE,2.84,4,1500,3,4
Adj_R2,96.23,4,1500,3,4
MeanActual,5.56,4,1500,3,4
MeanPredicted,5.54,4,1500,3,4
StDevActual,1.1,4,1500,3,4
StDevPredicted,1.04,4,1500,3,4
N_Obs,141,4,1500,3,4
N_Params,27,4,1500,3,4
MAE,0.14,4,1500,3,5
RMSE,0.19,4,1500,3,5
MAE_PctOfMean,2.46,4,1500,3,5
RMSE_PctOfMean,3.44,4,1500,3,5
MAPE,2.85,4,1500,3,5
Adj_R2,96.21,4,1500,3,5
MeanActual,5.56,4,1500,3,5
MeanPredicted,5.55,4,1500,3,5
StDevActual,1.1,4,1500,3,5
StDevPredicted,1.04,4,1500,3,5
N_Obs,141,4,1500,3,5
N_Params,27,4,1500,3,5
MAE,0.14,3,1500,3,1
RMSE,0.2,3,1500,3,1
MAE_PctOfMean,2.54,3,1500,3,1
RMSE_PctOfMean,3.52,3,1500,3,1
MAPE,2.92,3,1500,3,1
Adj_R2,96.04,3,1500,3,1
MeanActual,5.56,3,1500,3,1
MeanPredicted,5.54,3,1500,3,1
StDevActual,1.1,3,1500,3,1
StDevPredicted,1.03,3,1500,3,1
N_Obs,141,3,1500,3,1
N_Params,27,3,1500,3,1
MAE,0.14,3,1500,3,2
RMSE,0.2,3,1500,3,2
MAE_PctOfMean,2.55,3,1500,3,2
RMSE_PctOfMean,3.52,3,1500,3,2
MAPE,2.95,3,1500,3,2
Adj_R2,96.03,3,1500,3,2
MeanActual,5.56,3,1500,3,2
MeanPredicted,5.54,3,1500,3,2
StDevActual,1.1,3,1500,3,2
StDevPredicted,1.03,3,1500,3,2
N_Obs,141,3,1500,3,2
N_Params,27,3,1500,3,2
MAE,0.14,3,1500,3,3
RMSE,0.19,3,1500,3,3
MAE_PctOfMean,2.56,3,1500,3,3
RMSE_PctOfMean,3.5,3,1500,3,3
MAPE,2.94,3,1500,3,3
Adj_R2,96.07,3,1500,3,3
MeanActual,5.56,3,1500,3,3
MeanPredicted,5.54,3,1500,3,3
StDevActual,1.1,3,1500,3,3
StDevPredicted,1.03,3,1500,3,3
N_Obs,141,3,1500,3,3
N_Params,27,3,1500,3,3
MAE,0.14,3,1500,3,4
RMSE,0.2,3,1500,3,4
MAE_PctOfMean,2.58,3,1500,3,4
RMSE_PctOfMean,3.57,3,1500,3,4
MAPE,2.97,3,1500,3,4
Adj_R2,95.91,3,1500,3,4
MeanActual,5.56,3,1500,3,4
MeanPredicted,5.54,3,1500,3,4
StDevActual,1.1,3,1500,3,4
StDevPredicted,1.03,3,1500,3,4
N_Obs,141,3,1500,3,4
N_Params,27,3,1500,3,4
MAE,0.14,3,1500,3,5
RMSE,0.2,3,1500,3,5
MAE_PctOfMean,2.57,3,1500,3,5
RMSE_PctOfMean,3.52,3,1500,3,5
MAPE,2.95,3,1500,3,5
Adj_R2,96.03,3,1500,3,5
MeanActual,5.56,3,1500,3,5
MeanPredicted,5.54,3,1500,3,5
StDevActual,1.1,3,1500,3,5
StDevPredicted,1.03,3,1500,3,5
N_Obs,141,3,1500,3,5
N_Params,27,3,1500,3,5
MAE,0.13,14,100,5,1
RMSE,0.19,14,100,5,1
MAE_PctOfMean,2.39,14,100,5,1
RMSE_PctOfMean,3.42,14,100,5,1
MAPE,2.75,14,100,5,1
Adj_R2,96.25,14,100,5,1
MeanActual,5.56,14,100,5,1
MeanPredicted,5.56,14,100,5,1
StDevActual,1.1,14,100,5,1
StDevPredicted,1.06,14,100,5,1
N_Obs,141,14,100,5,1
N_Params,27,14,100,5,1
MAE,0.14,14,100,5,2
RMSE,0.2,14,100,5,2
MAE_PctOfMean,2.48,14,100,5,2
RMSE_PctOfMean,3.65,14,100,5,2
MAPE,2.89,14,100,5,2
Adj_R2,95.74,14,100,5,2
MeanActual,5.56,14,100,5,2
MeanPredicted,5.56,14,100,5,2
StDevActual,1.1,14,100,5,2
StDevPredicted,1.05,14,100,5,2
N_Obs,141,14,100,5,2
N_Params,27,14,100,5,2
MAE,0.14,14,100,5,3
RMSE,0.2,14,100,5,3
MAE_PctOfMean,2.49,14,100,5,3
RMSE_PctOfMean,3.57,14,100,5,3
MAPE,2.91,14,100,5,3
Adj_R2,95.91,14,100,5,3
MeanActual,5.56,14,100,5,3
MeanPredicted,5.57,14,100,5,3
StDevActual,1.1,14,100,5,3
StDevPredicted,1.06,14,100,5,3
N_Obs,141,14,100,5,3
N_Params,27,14,100,5,3
MAE,0.15,14,100,5,4
RMSE,0.22,14,100,5,4
MAE_PctOfMean,2.72,14,100,5,4
RMSE_PctOfMean,3.91,14,100,5,4
MAPE,3.17,14,100,5,4
Adj_R2,95.11,14,100,5,4
MeanActual,5.56,14,100,5,4
MeanPredicted,5.57,14,100,5,4
StDevActual,1.1,14,100,5,4
StDevPredicted,1.05,14,100,5,4
N_Obs,141,14,100,5,4
N_Params,27,14,100,5,4
MAE,0.13,14,100,5,5
RMSE,0.19,14,100,5,5
MAE_PctOfMean,2.42,14,100,5,5
RMSE_PctOfMean,3.47,14,100,5,5
MAPE,2.81,14,100,5,5
Adj_R2,96.13,14,100,5,5
MeanActual,5.56,14,100,5,5
MeanPredicted,5.56,14,100,5,5
StDevActual,1.1,14,100,5,5
StDevPredicted,1.05,14,100,5,5
N_Obs,141,14,100,5,5
N_Params,27,14,100,5,5
MAE,0.14,9,100,5,1
RMSE,0.2,9,100,5,1
MAE_PctOfMean,2.52,9,100,5,1
RMSE_PctOfMean,3.56,9,100,5,1
MAPE,2.95,9,100,5,1
Adj_R2,95.94,9,100,5,1
MeanActual,5.56,9,100,5,1
MeanPredicted,5.56,9,100,5,1
StDevActual,1.1,9,100,5,1
StDevPredicted,1.04,9,100,5,1
N_Obs,141,9,100,5,1
N_Params,27,9,100,5,1
MAE,0.14,9,100,5,2
RMSE,0.2,9,100,5,2
MAE_PctOfMean,2.53,9,100,5,2
RMSE_PctOfMean,3.66,9,100,5,2
MAPE,2.93,9,100,5,2
Adj_R2,95.71,9,100,5,2
MeanActual,5.56,9,100,5,2
MeanPredicted,5.56,9,100,5,2
StDevActual,1.1,9,100,5,2
StDevPredicted,1.04,9,100,5,2
N_Obs,141,9,100,5,2
N_Params,27,9,100,5,2
MAE,0.14,9,100,5,3
RMSE,0.19,9,100,5,3
MAE_PctOfMean,2.44,9,100,5,3
RMSE_PctOfMean,3.43,9,100,5,3
MAPE,2.81,9,100,5,3
Adj_R2,96.23,9,100,5,3
MeanActual,5.56,9,100,5,3
MeanPredicted,5.55,9,100,5,3
StDevActual,1.1,9,100,5,3
StDevPredicted,1.06,9,100,5,3
N_Obs,141,9,100,5,3
N_Params,27,9,100,5,3
MAE,0.13,9,100,5,4
RMSE,0.19,9,100,5,4
MAE_PctOfMean,2.4,9,100,5,4
RMSE_PctOfMean,3.4,9,100,5,4
MAPE,2.78,9,100,5,4
Adj_R2,96.29,9,100,5,4
MeanActual,5.56,9,100,5,4
MeanPredicted,5.55,9,100,5,4
StDevActual,1.1,9,100,5,4
StDevPredicted,1.05,9,100,5,4
N_Obs,141,9,100,5,4
N_Params,27,9,100,5,4
MAE,0.14,9,100,5,5
RMSE,0.21,9,100,5,5
MAE_PctOfMean,2.58,9,100,5,5
RMSE_PctOfMean,3.81,9,100,5,5
MAPE,3.05,9,100,5,5
Adj_R2,95.35,9,100,5,5
MeanActual,5.56,9,100,5,5
MeanPredicted,5.57,9,100,5,5
StDevActual,1.1,9,100,5,5
StDevPredicted,1.04,9,100,5,5
N_Obs,141,9,100,5,5
N_Params,27,9,100,5,5
MAE,0.13,7,100,5,1
RMSE,0.19,7,100,5,1
MAE_PctOfMean,2.4,7,100,5,1
RMSE_PctOfMean,3.35,7,100,5,1
MAPE,2.76,7,100,5,1
Adj_R2,96.41,7,100,5,1
MeanActual,5.56,7,100,5,1
MeanPredicted,5.55,7,100,5,1
StDevActual,1.1,7,100,5,1
StDevPredicted,1.05,7,100,5,1
N_Obs,141,7,100,5,1
N_Params,27,7,100,5,1
MAE,0.13,7,100,5,2
RMSE,0.19,7,100,5,2
MAE_PctOfMean,2.37,7,100,5,2
RMSE_PctOfMean,3.38,7,100,5,2
MAPE,2.76,7,100,5,2
Adj_R2,96.35,7,100,5,2
MeanActual,5.56,7,100,5,2
MeanPredicted,5.56,7,100,5,2
StDevActual,1.1,7,100,5,2
StDevPredicted,1.05,7,100,5,2
N_Obs,141,7,100,5,2
N_Params,27,7,100,5,2
MAE,0.14,7,100,5,3
RMSE,0.2,7,100,5,3
MAE_PctOfMean,2.46,7,100,5,3
RMSE_PctOfMean,3.52,7,100,5,3
MAPE,2.85,7,100,5,3
Adj_R2,96.03,7,100,5,3
MeanActual,5.56,7,100,5,3
MeanPredicted,5.55,7,100,5,3
StDevActual,1.1,7,100,5,3
StDevPredicted,1.05,7,100,5,3
N_Obs,141,7,100,5,3
N_Params,27,7,100,5,3
MAE,0.13,7,100,5,4
RMSE,0.19,7,100,5,4
MAE_PctOfMean,2.42,7,100,5,4
RMSE_PctOfMean,3.44,7,100,5,4
MAPE,2.84,7,100,5,4
Adj_R2,96.21,7,100,5,4
MeanActual,5.56,7,100,5,4
MeanPredicted,5.56,7,100,5,4
StDevActual,1.1,7,100,5,4
StDevPredicted,1.04,7,100,5,4
N_Obs,141,7,100,5,4
N_Params,27,7,100,5,4
MAE,0.14,7,100,5,5
RMSE,0.19,7,100,5,5
MAE_PctOfMean,2.47,7,100,5,5
RMSE_PctOfMean,3.49,7,100,5,5
MAPE,2.85,7,100,5,5
Adj_R2,96.11,7,100,5,5
MeanActual,5.56,7,100,5,5
MeanPredicted,5.55,7,100,5,5
StDevActual,1.1,7,100,5,5
StDevPredicted,1.05,7,100,5,5
N_Obs,141,7,100,5,5
N_Params,27,7,100,5,5
MAE,0.14,5,100,5,1
RMSE,0.2,5,100,5,1
MAE_PctOfMean,2.56,5,100,5,1
RMSE_PctOfMean,3.57,5,100,5,1
MAPE,2.97,5,100,5,1
Adj_R2,95.92,5,100,5,1
MeanActual,5.56,5,100,5,1
MeanPredicted,5.55,5,100,5,1
StDevActual,1.1,5,100,5,1
StDevPredicted,1.04,5,100,5,1
N_Obs,141,5,100,5,1
N_Params,27,5,100,5,1
MAE,0.14,5,100,5,2
RMSE,0.19,5,100,5,2
MAE_PctOfMean,2.51,5,100,5,2
RMSE_PctOfMean,3.47,5,100,5,2
MAPE,2.92,5,100,5,2
Adj_R2,96.14,5,100,5,2
MeanActual,5.56,5,100,5,2
MeanPredicted,5.55,5,100,5,2
StDevActual,1.1,5,100,5,2
StDevPredicted,1.04,5,100,5,2
N_Obs,141,5,100,5,2
N_Params,27,5,100,5,2
MAE,0.15,5,100,5,3
RMSE,0.21,5,100,5,3
MAE_PctOfMean,2.61,5,100,5,3
RMSE_PctOfMean,3.72,5,100,5,3
MAPE,3.03,5,100,5,3
Adj_R2,95.57,5,100,5,3
MeanActual,5.56,5,100,5,3
MeanPredicted,5.55,5,100,5,3
StDevActual,1.1,5,100,5,3
StDevPredicted,1.04,5,100,5,3
N_Obs,141,5,100,5,3
N_Params,27,5,100,5,3
MAE,0.14,5,100,5,4
RMSE,0.19,5,100,5,4
MAE_PctOfMean,2.46,5,100,5,4
RMSE_PctOfMean,3.4,5,100,5,4
MAPE,2.87,5,100,5,4
Adj_R2,96.29,5,100,5,4
MeanActual,5.56,5,100,5,4
MeanPredicted,5.55,5,100,5,4
StDevActual,1.1,5,100,5,4
StDevPredicted,1.04,5,100,5,4
N_Obs,141,5,100,5,4
N_Params,27,5,100,5,4
MAE,0.14,5,100,5,5
RMSE,0.2,5,100,5,5
MAE_PctOfMean,2.58,5,100,5,5
RMSE_PctOfMean,3.58,5,100,5,5
MAPE,2.96,5,100,5,5
Adj_R2,95.89,5,100,5,5
MeanActual,5.56,5,100,5,5
MeanPredicted,5.54,5,100,5,5
StDevActual,1.1,5,100,5,5
StDevPredicted,1.04,5,100,5,5
N_Obs,141,5,100,5,5
N_Params,27,5,100,5,5
MAE,0.14,4,100,5,1
RMSE,0.2,4,100,5,1
MAE_PctOfMean,2.55,4,100,5,1
RMSE_PctOfMean,3.6,4,100,5,1
MAPE,2.93,4,100,5,1
Adj_R2,95.85,4,100,5,1
MeanActual,5.56,4,100,5,1
MeanPredicted,5.54,4,100,5,1
StDevActual,1.1,4,100,5,1
StDevPredicted,1.03,4,100,5,1
N_Obs,141,4,100,5,1
N_Params,27,4,100,5,1
MAE,0.14,4,100,5,2
RMSE,0.2,4,100,5,2
MAE_PctOfMean,2.58,4,100,5,2
RMSE_PctOfMean,3.59,4,100,5,2
MAPE,2.99,4,100,5,2
Adj_R2,95.87,4,100,5,2
MeanActual,5.56,4,100,5,2
MeanPredicted,5.54,4,100,5,2
StDevActual,1.1,4,100,5,2
StDevPredicted,1.04,4,100,5,2
N_Obs,141,4,100,5,2
N_Params,27,4,100,5,2
MAE,0.15,4,100,5,3
RMSE,0.2,4,100,5,3
MAE_PctOfMean,2.68,4,100,5,3
RMSE_PctOfMean,3.65,4,100,5,3
MAPE,3.07,4,100,5,3
Adj_R2,95.73,4,100,5,3
MeanActual,5.56,4,100,5,3
MeanPredicted,5.54,4,100,5,3
StDevActual,1.1,4,100,5,3
StDevPredicted,1.03,4,100,5,3
N_Obs,141,4,100,5,3
N_Params,27,4,100,5,3
MAE,0.14,4,100,5,4
RMSE,0.2,4,100,5,4
MAE_PctOfMean,2.53,4,100,5,4
RMSE_PctOfMean,3.65,4,100,5,4
MAPE,2.94,4,100,5,4
Adj_R2,95.73,4,100,5,4
MeanActual,5.56,4,100,5,4
MeanPredicted,5.54,4,100,5,4
StDevActual,1.1,4,100,5,4
StDevPredicted,1.04,4,100,5,4
N_Obs,141,4,100,5,4
N_Params,27,4,100,5,4
MAE,0.14,4,100,5,5
RMSE,0.2,4,100,5,5
MAE_PctOfMean,2.56,4,100,5,5
RMSE_PctOfMean,3.57,4,100,5,5
MAPE,2.97,4,100,5,5
Adj_R2,95.92,4,100,5,5
MeanActual,5.56,4,100,5,5
MeanPredicted,5.55,4,100,5,5
StDevActual,1.1,4,100,5,5
StDevPredicted,1.04,4,100,5,5
N_Obs,141,4,100,5,5
N_Params,27,4,100,5,5
MAE,0.15,4,100,5,1
RMSE,0.2,4,100,5,1
MAE_PctOfMean,2.61,4,100,5,1
RMSE_PctOfMean,3.62,4,100,5,1
MAPE,3.02,4,100,5,1
Adj_R2,95.8,4,100,5,1
MeanActual,5.56,4,100,5,1
MeanPredicted,5.54,4,100,5,1
StDevActual,1.1,4,100,5,1
StDevPredicted,1.04,4,100,5,1
N_Obs,141,4,100,5,1
N_Params,27,4,100,5,1
MAE,0.14,4,100,5,2
RMSE,0.2,4,100,5,2
MAE_PctOfMean,2.59,4,100,5,2
RMSE_PctOfMean,3.56,4,100,5,2
MAPE,3.02,4,100,5,2
Adj_R2,95.95,4,100,5,2
MeanActual,5.56,4,100,5,2
MeanPredicted,5.55,4,100,5,2
StDevActual,1.1,4,100,5,2
StDevPredicted,1.03,4,100,5,2
N_Obs,141,4,100,5,2
N_Params,27,4,100,5,2
MAE,0.14,4,100,5,3
RMSE,0.2,4,100,5,3
MAE_PctOfMean,2.54,4,100,5,3
RMSE_PctOfMean,3.65,4,100,5,3
MAPE,2.98,4,100,5,3
Adj_R2,95.74,4,100,5,3
MeanActual,5.56,4,100,5,3
MeanPredicted,5.54,4,100,5,3
StDevActual,1.1,4,100,5,3
StDevPredicted,1.03,4,100,5,3
N_Obs,141,4,100,5,3
N_Params,27,4,100,5,3
MAE,0.14,4,100,5,4
RMSE,0.2,4,100,5,4
MAE_PctOfMean,2.54,4,100,5,4
RMSE_PctOfMean,3.61,4,100,5,4
MAPE,2.96,4,100,5,4
Adj_R2,95.83,4,100,5,4
MeanActual,5.56,4,100,5,4
MeanPredicted,5.55,4,100,5,4
StDevActual,1.1,4,100,5,4
StDevPredicted,1.04,4,100,5,4
N_Obs,141,4,100,5,4
N_Params,27,4,100,5,4
MAE,0.14,4,100,5,5
RMSE,0.19,4,100,5,5
MAE_PctOfMean,2.5,4,100,5,5
RMSE_PctOfMean,3.49,4,100,5,5
MAPE,2.9,4,100,5,5
Adj_R2,96.1,4,100,5,5
MeanActual,5.56,4,100,5,5
MeanPredicted,5.54,4,100,5,5
StDevActual,1.1,4,100,5,5
StDevPredicted,1.03,4,100,5,5
N_Obs,141,4,100,5,5
N_Params,27,4,100,5,5
MAE,0.15,3,100,5,1
RMSE,0.21,3,100,5,1
MAE_PctOfMean,2.66,3,100,5,1
RMSE_PctOfMean,3.79,3,100,5,1
MAPE,3.08,3,100,5,1
Adj_R2,95.39,3,100,5,1
MeanActual,5.56,3,100,5,1
MeanPredicted,5.54,3,100,5,1
StDevActual,1.1,3,100,5,1
StDevPredicted,1.03,3,100,5,1
N_Obs,141,3,100,5,1
N_Params,27,3,100,5,1
MAE,0.16,3,100,5,2
RMSE,0.21,3,100,5,2
MAE_PctOfMean,2.8,3,100,5,2
RMSE_PctOfMean,3.82,3,100,5,2
MAPE,3.21,3,100,5,2
Adj_R2,95.33,3,100,5,2
MeanActual,5.56,3,100,5,2
MeanPredicted,5.54,3,100,5,2
StDevActual,1.1,3,100,5,2
StDevPredicted,1.02,3,100,5,2
N_Obs,141,3,100,5,2
N_Params,27,3,100,5,2
MAE,0.14,3,100,5,3
RMSE,0.19,3,100,5,3
MAE_PctOfMean,2.52,3,100,5,3
RMSE_PctOfMean,3.47,3,100,5,3
MAPE,2.9,3,100,5,3
Adj_R2,96.15,3,100,5,3
MeanActual,5.56,3,100,5,3
MeanPredicted,5.54,3,100,5,3
StDevActual,1.1,3,100,5,3
StDevPredicted,1.03,3,100,5,3
N_Obs,141,3,100,5,3
N_Params,27,3,100,5,3
MAE,0.15,3,100,5,4
RMSE,0.2,3,100,5,4
MAE_PctOfMean,2.64,3,100,5,4
RMSE_PctOfMean,3.56,3,100,5,4
MAPE,3.02,3,100,5,4
Adj_R2,95.95,3,100,5,4
MeanActual,5.56,3,100,5,4
MeanPredicted,5.54,3,100,5,4
StDevActual,1.1,3,100,5,4
StDevPredicted,1.03,3,100,5,4
N_Obs,141,3,100,5,4
N_Params,27,3,100,5,4
MAE,0.14,3,100,5,5
RMSE,0.21,3,100,5,5
MAE_PctOfMean,2.58,3,100,5,5
RMSE_PctOfMean,3.69,3,100,5,5
MAPE,2.99,3,100,5,5
Adj_R2,95.65,3,100,5,5
MeanActual,5.56,3,100,5,5
MeanPredicted,5.54,3,100,5,5
StDevActual,1.1,3,100,5,5
StDevPredicted,1.03,3,100,5,5
N_Obs,141,3,100,5,5
N_Params,27,3,100,5,5
MAE,0.14,14,500,5,1
RMSE,0.2,14,500,5,1
MAE_PctOfMean,2.52,14,500,5,1
RMSE_PctOfMean,3.65,14,500,5,1
MAPE,2.95,14,500,5,1
Adj_R2,95.72,14,500,5,1
MeanActual,5.56,14,500,5,1
MeanPredicted,5.56,14,500,5,1
StDevActual,1.1,14,500,5,1
StDevPredicted,1.05,14,500,5,1
N_Obs,141,14,500,5,1
N_Params,27,14,500,5,1
MAE,0.14,14,500,5,2
RMSE,0.2,14,500,5,2
MAE_PctOfMean,2.47,14,500,5,2
RMSE_PctOfMean,3.63,14,500,5,2
MAPE,2.87,14,500,5,2
Adj_R2,95.79,14,500,5,2
MeanActual,5.56,14,500,5,2
MeanPredicted,5.56,14,500,5,2
StDevActual,1.1,14,500,5,2
StDevPredicted,1.05,14,500,5,2
N_Obs,141,14,500,5,2
N_Params,27,14,500,5,2
MAE,0.14,14,500,5,3
RMSE,0.2,14,500,5,3
MAE_PctOfMean,2.43,14,500,5,3
RMSE_PctOfMean,3.51,14,500,5,3
MAPE,2.82,14,500,5,3
Adj_R2,96.06,14,500,5,3
MeanActual,5.56,14,500,5,3
MeanPredicted,5.56,14,500,5,3
StDevActual,1.1,14,500,5,3
StDevPredicted,1.05,14,500,5,3
N_Obs,141,14,500,5,3
N_Params,27,14,500,5,3
MAE,0.14,14,500,5,4
RMSE,0.2,14,500,5,4
MAE_PctOfMean,2.45,14,500,5,4
RMSE_PctOfMean,3.57,14,500,5,4
MAPE,2.84,14,500,5,4
Adj_R2,95.91,14,500,5,4
MeanActual,5.56,14,500,5,4
MeanPredicted,5.56,14,500,5,4
StDevActual,1.1,14,500,5,4
StDevPredicted,1.05,14,500,5,4
N_Obs,141,14,500,5,4
N_Params,27,14,500,5,4
MAE,0.14,14,500,5,5
RMSE,0.2,14,500,5,5
MAE_PctOfMean,2.47,14,500,5,5
RMSE_PctOfMean,3.58,14,500,5,5
MAPE,2.87,14,500,5,5
Adj_R2,95.88,14,500,5,5
MeanActual,5.56,14,500,5,5
MeanPredicted,5.56,14,500,5,5
StDevActual,1.1,14,500,5,5
StDevPredicted,1.05,14,500,5,5
N_Obs,141,14,500,5,5
N_Params,27,14,500,5,5
MAE,0.13,9,500,5,1
RMSE,0.19,9,500,5,1
MAE_PctOfMean,2.42,9,500,5,1
RMSE_PctOfMean,3.49,9,500,5,1
MAPE,2.82,9,500,5,1
Adj_R2,96.09,9,500,5,1
MeanActual,5.56,9,500,5,1
MeanPredicted,5.56,9,500,5,1
StDevActual,1.1,9,500,5,1
StDevPredicted,1.05,9,500,5,1
N_Obs,141,9,500,5,1
N_Params,27,9,500,5,1
MAE,0.13,9,500,5,2
RMSE,0.19,9,500,5,2
MAE_PctOfMean,2.38,9,500,5,2
RMSE_PctOfMean,3.43,9,500,5,2
MAPE,2.79,9,500,5,2
Adj_R2,96.22,9,500,5,2
MeanActual,5.56,9,500,5,2
MeanPredicted,5.56,9,500,5,2
StDevActual,1.1,9,500,5,2
StDevPredicted,1.05,9,500,5,2
N_Obs,141,9,500,5,2
N_Params,27,9,500,5,2
MAE,0.13,9,500,5,3
RMSE,0.19,9,500,5,3
MAE_PctOfMean,2.39,9,500,5,3
RMSE_PctOfMean,3.41,9,500,5,3
MAPE,2.76,9,500,5,3
Adj_R2,96.27,9,500,5,3
MeanActual,5.56,9,500,5,3
MeanPredicted,5.56,9,500,5,3
StDevActual,1.1,9,500,5,3
StDevPredicted,1.05,9,500,5,3
N_Obs,141,9,500,5,3
N_Params,27,9,500,5,3
MAE,0.13,9,500,5,4
RMSE,0.19,9,500,5,4
MAE_PctOfMean,2.42,9,500,5,4
RMSE_PctOfMean,3.42,9,500,5,4
MAPE,2.81,9,500,5,4
Adj_R2,96.26,9,500,5,4
MeanActual,5.56,9,500,5,4
MeanPredicted,5.56,9,500,5,4
StDevActual,1.1,9,500,5,4
StDevPredicted,1.05,9,500,5,4
N_Obs,141,9,500,5,4
N_Params,27,9,500,5,4
MAE,0.14,9,500,5,5
RMSE,0.19,9,500,5,5
MAE_PctOfMean,2.45,9,500,5,5
